timestamp,connections,response_ms,db_size_mb,memory_used_pct
2025-10-28_15:17:55,1,22,515,24
2025-10-28_15:30:43,2,32,515,22
2025-10-28_21:00:01,1,19,515,23
2025-10-28_22:00:01,0,29,515,23
2025-10-28_23:00:01,0,20,515,24
